0      -0.452824              0
1      -0.448167     0.00465728
2      -0.434974      0.0134644
3      -0.428047       0.011774
4      -0.419413      0.0125587
5      -0.403842      0.0186438
6      -0.388708      0.0218474
7      -0.385722      0.0191547
8      -0.383679      0.0170159
9      -0.380117      0.0156309
10      -0.376242      0.0146599
11      -0.374687      0.0134726
12      -0.374133      0.0124054
13      -0.374732      0.0115008
14      -0.375898        0.01077
15      -0.377905      0.0102724
16      -0.379043      0.0097161
17      -0.379363     0.00916601
18      -0.378123     0.00875836
19      -0.377975     0.00831024
20      -0.380191     0.00820961
21      -0.380932     0.00786248
22       -0.38232     0.00764007
23      -0.384041      0.0075145
24      -0.387582     0.00803067
25      -0.391364     0.00859266
26      -0.394221      0.0087479
27      -0.396179      0.0086541
28      -0.398234     0.00859949
29      -0.399899     0.00847313
30      -0.401473     0.00834495
31      -0.401825     0.00808764
32      -0.402598      0.0078767
33      -0.403248     0.00766914
34      -0.402956     0.00745252
35      -0.401863     0.00732451
36      -0.400797     0.00720312
37      -0.401866     0.00709195
38      -0.402221     0.00691685
39      -0.402504     0.00674765
40      -0.402479     0.00658107
41       -0.40266     0.00642503
42      -0.403753     0.00636828
43      -0.403567     0.00622464
44      -0.403048     0.00610685
45       -0.40243     0.00600446
46      -0.401893     0.00589985
47      -0.402201     0.00578385
48        -0.4026     0.00567859
49      -0.403441      0.0056271
0       -0.44266              0
1      -0.458966      0.0163058
2      -0.472917      0.0168305
3      -0.483771      0.0161068
4      -0.481432      0.0126936
5      -0.478986       0.010649
6      -0.475487     0.00965648
7      -0.467322      0.0116878
8      -0.458673      0.0134556
9      -0.453474      0.0131097
10      -0.449192      0.0126079
11      -0.449261      0.0115096
12      -0.449808      0.0106014
13      -0.450084     0.00981886
14      -0.448867      0.0092216
15      -0.444032     0.00988871
16      -0.438936      0.0105946
17      -0.434671      0.0108612
18      -0.432342      0.0105342
19      -0.432262     0.00999398
20      -0.434446     0.00975383
21      -0.436003     0.00942936
22      -0.438105     0.00925201
23      -0.440398     0.00914998
24      -0.439892     0.00879092
25      -0.439387     0.00846114
26      -0.436898     0.00851366
27      -0.437256     0.00821177
28      -0.437276     0.00792357
29      -0.437248     0.00765495
30      -0.437838     0.00742738
31       -0.43757     0.00719652
32      -0.436301     0.00708963
33      -0.434805     0.00703876
34      -0.433702     0.00692313
35      -0.432348     0.00686301
36      -0.430894     0.00683146
37      -0.430611     0.00665527
38      -0.430021     0.00650914
39      -0.430524     0.00636419
40      -0.431542     0.00628996
41      -0.432392     0.00619696
42      -0.432832     0.00606712
43        -0.4325     0.00593693
44      -0.432482     0.00580353
45      -0.432888     0.00569047
46      -0.432551     0.00557829
47      -0.432064     0.00548253
48      -0.429724     0.00585697
49      -0.429026     0.00578103
