              1       -0.43138       -0.43138              0      -0.801502       0.625213
              2      -0.456809      -0.444094      0.0127146      -0.801502       0.625213
              3      -0.451955      -0.446715     0.00779443      -0.801502       0.625213
              4      -0.426832      -0.441744     0.00742188      -0.801502       0.625213
              5      -0.426503      -0.438696     0.00650705      -0.801502       0.625213
              6      -0.449047      -0.440421     0.00558608      -0.801502       0.625213
              7      -0.442554      -0.440726     0.00473092      -0.801502       0.625213
              8      -0.443467      -0.441068      0.0041114      -0.801502       0.625213
              9      -0.422994       -0.43906     0.00414492      -0.801502       0.625213
             10      -0.461764      -0.441331     0.00434728      -0.801502       0.625213
             11      -0.429385      -0.440245     0.00407947      -0.801502       0.625213
             12      -0.480637      -0.443611     0.00501985      -0.801502       0.625213
             13      -0.491112      -0.447265     0.00588841      -0.801502       0.625213
             14      -0.427785      -0.445873     0.00562637      -0.801502       0.625213
             15      -0.473466      -0.447713      0.0055515      -0.801502       0.625213
             16      -0.410718      -0.445401     0.00568444      -0.801502       0.625213
             17      -0.391008      -0.442201     0.00622482      -0.801502       0.625213
             18      -0.445681      -0.442394       0.005872      -0.801502       0.625213
             19      -0.444855      -0.442524     0.00555586      -0.801502       0.625213
             20      -0.439283      -0.442362     0.00527325      -0.801502       0.625213
             21      -0.473081      -0.443825     0.00522481      -0.801502       0.625213
             22      -0.463887      -0.444737     0.00506444      -0.801502       0.625213
             23      -0.443425       -0.44468     0.00483958      -0.801502       0.625213
             24      -0.401748      -0.442891     0.00496684      -0.801502       0.625213
             25      -0.486625       -0.44464     0.00507507      -0.801502       0.625213
             26      -0.416392      -0.443554     0.00499555      -0.801502       0.625213
             27       -0.47492      -0.444715     0.00494535      -0.801502       0.625213
             28      -0.475666      -0.445821     0.00489198      -0.801502       0.625213
             29      -0.488274      -0.447285     0.00494207      -0.801502       0.625213
             30      -0.441128      -0.447079      0.0047789      -0.801502       0.625213
             31      -0.438049      -0.446788     0.00463134      -0.801502       0.625213
             32      -0.448618      -0.446845     0.00448464      -0.801502       0.625213
             33      -0.443513      -0.446744     0.00434779      -0.801502       0.625213
             34      -0.408704      -0.445625     0.00436384      -0.801502       0.625213
             35      -0.449357      -0.445732     0.00423867      -0.801502       0.625213
             36      -0.434633      -0.445424     0.00413077      -0.801502       0.625213
             37      -0.480782      -0.446379     0.00412967      -0.801502       0.625213
             38      -0.472224       -0.44706     0.00407666      -0.801502       0.625213
             39      -0.441931      -0.446928     0.00397293      -0.801502       0.625213
             40      -0.434466      -0.446617     0.00388485      -0.801502       0.625213
             41      -0.442993      -0.446528     0.00378994      -0.801502       0.625213
             42      -0.442752      -0.446438      0.0036997      -0.801502       0.625213
             43      -0.388771      -0.445097     0.00385352      -0.801502       0.625213
             44      -0.438498      -0.444947     0.00376791      -0.801502       0.625213
             45       -0.39911      -0.443929     0.00382148      -0.801502       0.625213
             46      -0.483839      -0.444796     0.00383687      -0.801502       0.625213
             47      -0.451127      -0.444931     0.00375676      -0.801502       0.625213
             48      -0.430227      -0.444625      0.0036904      -0.801502       0.625213
             49      -0.425578      -0.444236     0.00363514      -0.801502       0.625213
             50      -0.472036      -0.444792     0.00360483      -0.801502       0.625213
