0        1.16146              0
1        1.14042       0.021031
2        1.13756      0.0124754
3         1.1303      0.0114239
4        1.12094       0.012881
5        1.12163      0.0105398
6        1.12394     0.00920302
7        1.12141     0.00836195
8        1.12208     0.00740513
9        1.12113     0.00669137
10         1.1197     0.00622058
11        1.11697     0.00630117
12        1.11609     0.00586256
13        1.11585     0.00543285
14        1.11406     0.00536463
15        1.11459     0.00504643
16        1.11536     0.00480225
17         1.1152     0.00453074
18        1.11452      0.0043385
19        1.11423     0.00412618
20        1.11362     0.00397152
21        1.11523     0.00411606
22        1.11434     0.00403422
23        1.11412     0.00386872
24        1.11278     0.00394493
25        1.11347     0.00385314
26        1.11398     0.00374204
27        1.11347     0.00364114
28        1.11238     0.00367829
29        1.11266      0.0035642
30        1.11231     0.00346483
31        1.11208     0.00336267
32        1.11215     0.00325994
33        1.11259     0.00319274
34        1.11188     0.00318055
35        1.11165     0.00309955
36        1.11177     0.00301717
37        1.11189     0.00293928
38        1.11236     0.00290097
39        1.11253     0.00283271
40        1.11224     0.00277791
41        1.11213     0.00271349
42        1.11238     0.00266177
43        1.11312     0.00270218
44        1.11332      0.0026493
45        1.11276     0.00265144
46         1.1133     0.00265181
47        1.11362     0.00261514
48         1.1129     0.00266162
49        1.11341     0.00265866
