0        1.16801              0
1        1.16099     0.00701688
2        1.16109     0.00405234
3        1.16025     0.00298505
4        1.16138     0.00256991
5        1.16189     0.00215944
6        1.16175     0.00182979
7        1.16161     0.00159076
8        1.16124     0.00145149
9        1.16116     0.00130058
10        1.16049     0.00135425
11        1.16101     0.00134014
12         1.1607      0.0012717
13        1.16085     0.00118721
14        1.15995     0.00142322
15        1.16005      0.0013349
16        1.16032     0.00128276
17        1.16034     0.00120956
18        1.15975     0.00128731
19        1.15977     0.00122142
20        1.16011     0.00120962
21        1.16006      0.0011546
22        1.15979      0.0011354
23         1.1601     0.00113028
24        1.16032     0.00110625
25        1.16046     0.00107252
26        1.16015      0.0010778
27        1.16043     0.00107468
28        1.16023     0.00105522
29        1.16015     0.00102226
30        1.16033     0.00100474
31        1.16044     0.00097813
32        1.16061    0.000963474
33        1.16033    0.000976081
34        1.16064     0.00099817
35         1.1605    0.000980552
36        1.16008     0.00103897
37        1.16032     0.00103815
38        1.16031     0.00101123
39        1.16018    0.000993312
40        1.16017    0.000968831
41        1.16038    0.000967963
42        1.16029    0.000949872
43        1.16018    0.000934695
44        1.16035    0.000930281
45        1.16027    0.000913353
46        1.16029     0.00089382
47        1.16054     0.00091093
48        1.16057     0.00089272
49        1.16061    0.000875449
